"NPS","Comentario","Insight","Categoria"
"2","La cuenta nómina que me ofrecieron tiene tantas condiciones de vinculación que es imposible cumplirlas todas: nómina mínima de 1.800 euros, cinco recibos domiciliados, tarjeta de crédito activa y seguro contratado. Si no cumples todo te cobran comisión. Es una trampa para cobrar comisiones camuflada.","Condiciones de exención en cuenta nómina imposibles de cumplir para la mayoría","Productos"
"8","La tarjeta de crédito no tiene cuota anual y tampoco cobra por operaciones en moneda extranjera. En mis seis viajes de este año no he pagado un solo euro en comisiones por cambio de divisa. Para alguien que viaja habitualmente es una tarjeta con un precio imbatible.","Tarjeta sin comisión anual ni por divisa ideal para clientes viajeros frecuentes","Pricing"
"1","Cuando quise cancelar el préstamo hipotecario anticipadamente me cobraron una penalización del 1% sobre el capital pendiente que nadie me había explicado al contratar. En letra pequeña de un contrato de cuarenta páginas. Me costó 4.000 euros que no tenía previstos.","Penalización hipotecaria no informada al contratar descubierta en letra pequeña","Pricing"
"8","La cuenta de ahorro da un 3% TAE sin vinculaciones obligatorias ni plazos mínimos. El dinero está disponible en cualquier momento. Con la inflación controlándose es una buena opción para el ahorro a corto plazo. El mejor tipo que he encontrado en banca tradicional.","Cuenta ahorro con tipo competitivo y disponibilidad inmediata sin condiciones","Pricing"
"8","El director de la oficina intervino personalmente para resolver una incidencia compleja que otros empleados no habían podido solucionar. Fue directo, eficiente y empático. En menos de quince minutos el problema estaba resuelto. Un directivo que lidera con el ejemplo.","Director de oficina que interviene eficazmente para resolver incidencias complejas","Personal"
"1","El agente telefónico que me atendió cuando denuncié un cargo fraudulento no supo cómo gestionar la incidencia. Me transfirió cinco veces a distintos departamentos. Ninguno tomó medidas. Tardé siete días en recuperar el dinero. La gestión telefónica del fraude es deficiente.","Gestión deficiente de fraude por agentes sin capacitación ni coordinación","Personal"
"1","Me notificaron por carta que subían las comisiones de mantenimiento un 60% con solo diez días de preaviso. Sin posibilidad de negociación. Un cambio unilateral de condiciones que vulnera la confianza del cliente y me obliga a buscar alternativas urgentemente.","Subida unilateral de comisiones con preaviso mínimo sin posibilidad de negociación","Pricing"
"3","El sistema de cita previa online falla constantemente. A veces te confirma la cita pero no aparece en el sistema cuando llegas. He llegado con cita reservada tres veces y me han dicho que no constaba. Un sistema de gestión de citas completamente poco fiable.","Sistema de cita previa con fallos que invalidan reservas confirmadas","Canales"
"9","Desde la app puedo contratar productos, hacer reclamaciones, firmar documentos y contactar con mi gestor por videollamada. Llevo doce meses sin necesitar ir a la sucursal para nada. La digitalización del banco es genuina y no solo cosmética.","App completa que permite gestión íntegra sin visitar sucursal","Canales"
"7","Las notificaciones push de cada pago con tarjeta son instantáneas y muy claras. Me ayudan a detectar cualquier cargo inesperado de forma inmediata. Gracias a esto detecté un cargo fraudulento en menos de cinco minutos y pude bloquearlo desde la misma notificación.","Notificaciones instantáneas de pagos útiles para detección de fraude","Canales"
"6","El precio del seguro de coche que contraté a través del banco es doce% más barato que la renovación que me daba mi aseguradora anterior. La cobertura es equivalente o mejor. Con la comodidad de tenerlo domiciliado en la misma cuenta. Una compra claramente ganadora en precio.","Seguro de coche más económico que alternativa previa con cobertura equivalente","Pricing"
"9","Las alertas de seguridad me notifican de inmediato ante cualquier intento de acceso inusual. Puedo bloquear la tarjeta desde la app en segundos. El doble factor de autenticación funciona perfectamente. Gracias a este sistema detecté un intento de fraude y evité perder 500 euros.","Sistema de alertas y seguridad digital que permitió evitar fraude","Canales"
"8","Mi gestor siempre me explica cada producto con claridad antes de contratarlo: ventajas, riesgos y alternativas. Nunca me ha presionado ni me ha hecho sentir ignorante. Gracias a su forma de trabajar confío plenamente en sus recomendaciones. Es el mayor activo que tiene el banco para mí.","Gestor que explica con claridad y sin presión antes de recomendar productos","Personal"
"2","Los agentes del call center no tienen capacidad para tomar ninguna decisión autónoma. Todo lo derivan a la oficina o a otro departamento. Son incapaces de resolver nada por sí mismos. El canal telefónico existe pero no sirve para gestiones que requieran alguna resolución.","Agentes telefónicos sin autonomía para resolver incidencias de forma independiente","Personal"
"9","El plan de pensiones permite aportaciones desde 40 euros al mes y puedo aumentarlas o reducirlas cuando quiero. La variedad de perfiles de inversión es amplia. Los informes periódicos son claros y detallados. Para la jubilación es la opción más completa que he encontrado.","Satisfacción con flexibilidad y transparencia en plan de pensiones","Productos"
"6","El equipo comercial llama con demasiada frecuencia para ofrecer productos. En el último mes he recibido seis llamadas no solicitadas. Entiendo que hay objetivos comerciales pero la insistencia genera rechazo. Una política de contacto más moderada sería más efectiva.","Exceso de llamadas comerciales no solicitadas que genera rechazo en el cliente","Personal"
"9","Por domiciliar cinco recibos en la cuenta me eliminaron todas las comisiones y me redujeron el diferencial de la hipoteca en quince puntos básicos. El ahorro anual real es de más de 500 euros. Las condiciones de vinculación son alcanzables y los beneficios son tangibles.","Ahorro significativo por vinculación con condiciones de domiciliación alcanzables","Pricing"
"10","El servicio de banca privada es excepcional. Mi asesor dedica tiempo real a conocer mis objetivos y personales. Las reuniones de seguimiento son frecuentes y productivas. Me siento completamente acompañado en cada decisión financiera importante. Justifica ampliamente lo que cuesta.","Excelente servicio de banca privada con asesoramiento personalizado profundo","Personal"
"9","Mi gestor me responde por mensaje en menos de media hora en horario laboral. No necesito llamar ni ir a la oficina para resolver dudas rápidas. Esta disponibilidad ágil transforma la relación con el banco. Se siente como tener un asesor de confianza siempre disponible.","Gestor muy accesible por mensajería con respuesta rápida","Personal"
"5","El horario del servicio telefónico es de 8:00 a 21:00. Si tienes una urgencia fuera de ese horario no puedes contactar con nadie. Para bloquear una tarjeta o reportar un fraude en fin de semana hay un número de emergencias pero no sirve para nada más. Muy limitado.","Horario de atención telefónica limitado sin cobertura para urgencias generales","Canales"
"9","Mi gestor me responde por mensaje en menos de una hora en horario laboral. No necesito llamar ni ir a la oficina para resolver dudas rápidas. Esta disponibilidad ágil transforma la relación con el banco. Se siente como tener un asesor de confianza siempre disponible.","Gestor muy accesible por mensajería con respuesta rápida","Personal"
"1","Me notificaron por carta que subían las comisiones de mantenimiento un 50% con solo quince días de preaviso. Sin posibilidad de negociación. Un cambio unilateral de condiciones que vulnera la confianza del cliente y me obliga a buscar alternativas urgentemente.","Subida unilateral de comisiones con preaviso mínimo sin posibilidad de negociación","Pricing"
"5","La web no está adaptada para móvil. Los botones son minúsculos y se superponen unos sobre otros. Los PDFs de los extractos no se abren desde el navegador del móvil. Si no tengo ordenador cerca es prácticamente imposible hacer ciertas gestiones.","Web bancaria no adaptada para uso en dispositivos móviles","Canales"
"4","El chatbot no entiende preguntas complejas. Responde siempre con respuestas genéricas que no se adaptan a mi situación. Cuando insisto me manda a un FAQ que tampoco resuelve mi duda. Al final tengo que llamar o ir a la oficina de todas formas. Un asistente inútil.","Chatbot incapaz de resolver consultas específicas y no genéricas","Canales"
